**********************
Inicio de la transcripción de Windows PowerShell
Hora de inicio: 20250806144948
Nombre de usuario: AULA403-23\Administrador
Usuario RunAs: AULA403-23\Administrador
Nombre de la configuración: 
Máquina: AULA403-23 (Microsoft Windows NT 10.0.26100.0)
Aplicación host: C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe
Id. de proceso: 1636
PSVersion: 5.1.26100.4652
PSEdition: Desktop
PSCompatibleVersions: 1.0, 2.0, 3.0, 4.0, 5.0, 5.1.26100.4652
BuildVersion: 10.0.26100.4652
CLRVersion: 4.0.30319.42000
WSManStackVersion: 3.0
PSRemotingProtocolVersion: 2.3
SerializationVersion: 1.1.0.1
**********************
La transcripción ha comenzado. El archivo de salida es C:\Users\Aula403-23\Documents\E2\transcript.txt
PS C:\WINDOWS\system32> Get-Date

miércoles, 6 de agosto de 2025 02:49:59 p. m.


PS C:\WINDOWS\system32> Get-Location

Path
----
C:\WINDOWS\system32


PS C:\WINDOWS\system32> Clear-Host
PS C:\WINDOWS\system32> Get-Process

Handles  NPM(K)    PM(K)      WS(K)     CPU(s)     Id  SI ProcessName
-a----     10/07/2025  09:58 a. m.         106496 SCardDlg.dll
-a----     10/07/2025  09:58 a. m.         380928 SCardSvr.dll
-a----     01/04/2024  01:22 a. m.          10429 ScavengeSpace.xml
-a----     04/06/2025  08:33 p. m.         155648 scavengeui.dll
-a----     10/07/2025  09:58 a. m.         204800 ScDeviceEnum.dll
-a----     04/06/2025  08:33 p. m.         364544 scecli.dll
-a----     05/06/2025  01:11 p. m.         569344 scesrv.dll
-a----     10/07/2025  09:58 a. m.         819200 schannel.dll
-a----     05/09/2024  10:09 p. m.          53248 schedcli.dll
-a----     14/06/2025  11:04 a. m.         946176 schedsvc.dll
-a----     14/06/2025  11:04 a. m.         290816 schtasks.exe
-a----     04/06/2025  08:33 p. m.         307200 scksp.dll
-a----     05/09/2024  10:08 p. m.         114688 scripto.dll
-a----     04/06/2025  08:30 p. m.          22984 ScriptRunner.exe
-a----     05/09/2024  10:08 p. m.          65536 scrnsave.scr
-a----     04/06/2025  08:33 p. m.         266240 scrobj.dll
-a----     05/09/2024  10:08 p. m.         552960 scrptadm.dll
-a----     04/06/2025  08:33 p. m.         233472 scrrun.dll
-a----     10/07/2025  09:55 a. m.         299008 sdbinst.exe
-a----     04/06/2025  08:33 p. m.          98304 sdchange.exe
-a----     10/07/2025  09:57 a. m.        1097728 sdclt.exe
-a----     10/07/2025  09:55 a. m.         790528 sdcpl.dll
-a----     04/06/2025  08:32 p. m.         417792 SDDS.dll
-a----     10/07/2025  09:57 a. m.        1220608 sdengin2.dll
-a----     10/07/2025  09:55 a. m.          63480 SDFHost.dll
-a----     01/04/2024  01:22 a. m.          57344 sdhcinst.dll
-a----     10/07/2025  09:57 a. m.         303104 sdiageng.dll
-a----     05/09/2024  10:08 p. m.          77824 sdiagnhost.exe
-a----     05/09/2024  10:08 p. m.         196608 sdiagprv.dll
-a----     05/09/2024  10:08 p. m.         102400 sdiagschd.dll
-a----     04/06/2025  08:32 p. m.         585728 sdohlp.dll
-a----     10/07/2025  09:57 a. m.         212992 sdrsvc.dll
-a----     10/07/2025  09:57 a. m.         155648 sdshext.dll
-a----     10/07/2025  09:59 a. m.         393216 Search.ProtocolHandler.MAPI2.dll
-a----     10/07/2025  09:59 a. m.         499712 SearchFilterHost.exe
-a----     10/07/2025  09:57 a. m.         573440 SearchFolder.dll
-a----     10/07/2025  09:59 a. m.        1011712 SearchIndexer.exe
-a----     10/07/2025  09:59 a. m.         929792 SearchIndexerCore.dll
-a----     10/07/2025  09:59 a. m.         675840 SearchProtocolHost.exe
-a----     05/09/2024  10:09 p. m.          86016 SebBackgroundManagerPolicy.dll
-a----     10/07/2025  09:57 a. m.        2544512 SecConfig.efi
-a----     04/06/2025  08:33 p. m.          73728 SecEdit.exe
-a----     10/07/2025  09:57 a. m.         691504 sechost.dll
-a----     01/04/2024  01:22 a. m.          32768 secinit.exe
-a----     01/04/2024  01:22 a. m.          57344 seclogon.dll
-a----     01/04/2024  02:26 p. m.         120458 secpol.msc
-a----     05/06/2025  01:11 p. m.         425984 secproc.dll
-a----     05/06/2025  01:11 p. m.         425984 secproc_isv.dll
-a----     05/06/2025  01:11 p. m.         135168 secproc_ssp.dll
-a----     05/06/2025  01:11 p. m.         135168 secproc_ssp_isv.dll
-a----     01/04/2024  01:22 a. m.          53248 secur32.dll
-ar---     10/07/2025  09:56 a. m.         282624 SecureAssessmentHandlers.dll
-a----     10/07/2025  09:55 a. m.        1320352 securekernel.exe
-a----     10/07/2025  09:55 a. m.        1267072 securekernella57.exe
-a----     04/06/2025  08:34 p. m.         159744 SecureTimeAggregator.dll
-a----     01/04/2024  01:22 a. m.          12288 security.dll
-a----     01/04/2024  01:22 a. m.           5783 SecurityAndMaintenance.png
-a----     01/04/2024  01:22 a. m.           2613 SecurityAndMaintenance_Alert.png
-a----     01/04/2024  01:22 a. m.           6873 SecurityAndMaintenance_Error.png
-a----     04/06/2025  08:33 p. m.         237040 SecurityCenterBroker.dll
-a----     04/06/2025  08:33 p. m.          63464 SecurityCenterBrokerPS.dll
-a----     05/06/2025  01:13 p. m.        1414600 SecurityHealthAgent.dll
-a----     05/06/2025  01:13 p. m.        1340856 SecurityHealthCore.dll
-a----     04/06/2025  08:35 p. m.         120240 SecurityHealthHost.exe
-a----     04/06/2025  08:35 p. m.         193992 SecurityHealthProxyStub.dll
-a----     04/06/2025  08:35 p. m.         146128 SecurityHealthService.exe
-a----     04/06/2025  08:35 p. m.         954368 SecurityHealthSSO.dll
-a----     10/07/2025  09:59 a. m.         124304 SecurityHealthSsoUdk.dll
-a----     04/06/2025  08:35 p. m.         270336 SecurityHealthSystray.exe
-a----     10/07/2025  09:59 a. m.         296320 SecurityHealthUdk.dll
-a----     04/06/2025  08:32 p. m.          57344 SEMgrPS.dll
-a----     10/07/2025  09:57 a. m.        1347584 SEMgrSvc.dll
-a----     10/07/2025  09:58 a. m.         245760 sendmail.dll
-a----     05/09/2024  10:09 p. m.          98304 Sens.dll
-a----     01/04/2024  01:22 a. m.          45056 SensApi.dll
-a----     05/06/2025  01:13 p. m.         359320 SenseSubAuth.dll
-a----     04/06/2025  08:33 p. m.        1175552 SensorDataService.exe
-a----     01/04/2024  01:22 a. m.          36864 SensorPerformanceEvents.dll
-a----     10/07/2025  09:58 a. m.         139264 SensorRuntimeBroker.exe
-a----     10/07/2025  09:57 a. m.         413696 SensorsApi.dll
-a----     05/09/2024  10:08 p. m.         176128 SensorsClassExtension.dll
-a----     01/04/2024  01:22 a. m.          12288 SensorsCpl.dll
-a----     10/07/2025  09:58 a. m.         974848 SensorService.dll
-a----     10/07/2025  09:58 a. m.         137816 SensorsNativeApi.dll
-a----     10/07/2025  09:58 a. m.         307240 SensorsNativeApi.V2.dll
-a----     10/07/2025  09:58 a. m.         236960 SensorsUtilsV2.dll
-a----     04/06/2025  08:32 p. m.         221184 sensrsvc.dll
-a----     05/09/2024  10:09 p. m.          45056 serialui.dll
-a----     10/07/2025  09:58 a. m.         939432 services.exe
-a----     01/04/2024  01:22 a. m.          92746 services.msc
-a----     10/07/2025  09:58 a. m.         935272 ServicingCommon.dll
-a----     10/07/2025  09:58 a. m.        2475392 ServicingUAPI.dll
-a----     04/06/2025  08:34 p. m.          49152 serwvdrv.dll
-a----     10/07/2025  09:58 a. m.         626688 SessEnv.dll
-a----     05/09/2024  10:09 p. m.         108896 sessionmsg.exe
-a----     01/04/2024  01:22 a. m.          36864 setbcdlocale.dll
-a----     04/06/2025  08:33 p. m.         159744 sethc.exe
-a----     05/06/2025  01:11 p. m.         122880 SetNetworkLocation.dll
-a----     01/04/2024  01:22 a. m.          57344 setspn.exe
-a----     01/04/2024  01:22 a. m.           8192 settings.dat
-a----     10/07/2025  09:56 a. m.         200704 SettingsConfigTask.dll
-a----     10/07/2025  09:55 a. m.         966656 SettingsEnvironment.Desktop.dll
-a----     10/07/2025  09:58 a. m.         200704 SettingsExtensibilityHandlers.dll
-a----     10/07/2025  09:58 a. m.         634880 SettingsHandlers_A9.dll
-a----     10/07/2025  09:58 a. m.         507904 SettingsHandlers_Accessibility.dll
-a----     10/07/2025  09:58 a. m.         147456 SettingsHandlers_AdvertisingId.dll
-a----     10/07/2025  09:58 a. m.         184320 SettingsHandlers_AppControl.dll
-a----     10/07/2025  09:58 a. m.         229376 SettingsHandlers_AppExecutionAlias.dll
-a----     10/07/2025  09:58 a. m.         483328 SettingsHandlers_AssignedAccess.dll
-a----     10/07/2025  09:58 a. m.         471040 SettingsHandlers_Authentication.dll
-a----     10/07/2025  09:58 a. m.         217088 SettingsHandlers_BackgroundApps.dll
-a----     10/07/2025  09:58 a. m.         329216 SettingsHandlers_Backup.dll
-a----     10/07/2025  09:58 a. m.         602112 SettingsHandlers_BatteryUsage.dll
-a----     10/07/2025  09:58 a. m.         733184 SettingsHandlers_Camera.dll
-a----     10/07/2025  09:55 a. m.         520192 SettingsHandlers_CapabilityAccess.dll
-a----     10/07/2025  09:58 a. m.         299008 SettingsHandlers_Clipboard.dll
-a----     10/07/2025  09:58 a. m.         282624 SettingsHandlers_ClosedCaptioning.dll
-a----     05/06/2025  01:09 p. m.         169480 SettingsHandlers_CloudPC.dll
-a----     10/07/2025  09:58 a. m.         249856 SettingsHandlers_ContentDeliveryManager.dll
-a----     10/07/2025  09:58 a. m.         249856 SettingsHandlers_Copilot.dll
-a----     10/07/2025  09:58 a. m.         385024 SettingsHandlers_Cortana.dll
-a----     10/07/2025  09:58 a. m.         183296 SettingsHandlers_DesktopDisplay.dll
-a----     10/07/2025  09:55 a. m.         443704 SettingsHandlers_DesktopTaskbar.dll
-a----     10/07/2025  09:58 a. m.         921600 SettingsHandlers_Devices.dll
-a----     10/07/2025  09:58 a. m.         503808 SettingsHandlers_Display.dll
-a----     10/07/2025  09:58 a. m.         729088 SettingsHandlers_Flights.dll
-a----     10/07/2025  09:58 a. m.         458752 SettingsHandlers_Fonts.dll
-a----     10/07/2025  09:58 a. m.         212992 SettingsHandlers_ForceSync.dll
-a----     10/07/2025  09:58 a. m.         491520 SettingsHandlers_Gaming.dll
-a----     10/07/2025  09:58 a. m.         200704 SettingsHandlers_Geolocation.dll
-a----     10/07/2025  09:58 a. m.         446464 SettingsHandlers_Gpu.dll
-a----     10/07/2025  09:58 a. m.         368640 SettingsHandlers_HumanPresence.dll
-a----     10/07/2025  09:58 a. m.        1282048 SettingsHandlers_IME.dll
-a----     10/07/2025  09:55 a. m.         253952 SettingsHandlers_InkingTypingPrivacy.dll
-a----     10/07/2025  09:58 a. m.         536576 SettingsHandlers_InputPersonalization.dll
-a----     10/07/2025  09:58 a. m.         225280 SettingsHandlers_InstalledUpdates.dll
-a----     10/07/2025  09:58 a. m.         733184 SettingsHandlers_Keyboard.dll
-a----     10/07/2025  09:58 a. m.        1159168 SettingsHandlers_Language.dll
-a----     10/07/2025  09:58 a. m.         491520 SettingsHandlers_Lighting.dll
-a----     10/07/2025  09:58 a. m.         327680 SettingsHandlers_ManagePhone.dll
-a----     10/07/2025  09:58 a. m.         368640 SettingsHandlers_Maps.dll
-a----     10/07/2025  09:58 a. m.         212992 SettingsHandlers_Mouse.dll
-a----     10/07/2025  09:58 a. m.         585728 SettingsHandlers_Notifications.dll
-a----     10/07/2025  09:58 a. m.        3731456 SettingsHandlers_nt.dll
-a----     10/07/2025  09:58 a. m.         569344 SettingsHandlers_OneCore_BatterySaver.dll
-a----     10/07/2025  09:58 a. m.         466944 SettingsHandlers_OneCore_PowerAndSleep.dll
-a----     10/07/2025  09:58 a. m.         159744 SettingsHandlers_OneDriveBackup.dll
-a----     10/07/2025  09:58 a. m.         689560 SettingsHandlers_OptionalFeatures.dll
-a----     10/07/2025  09:58 a. m.         884736 SettingsHandlers_PCDisplay.dll
-a----     10/07/2025  09:58 a. m.         364544 SettingsHandlers_PCDisplayRemote.dll
-a----     10/07/2025  09:58 a. m.         536576 SettingsHandlers_Pen.dll
-a----     10/07/2025  09:58 a. m.         516096 SettingsHandlers_Region.dll
-a----     10/07/2025  09:57 a. m.         177184 SettingsHandlers_Resume.dll
-a----     10/07/2025  09:58 a. m.         319488 SettingsHandlers_SharedExperiences_Rome.dll
-a----     10/07/2025  09:58 a. m.         337320 SettingsHandlers_SIUF.dll
-a----     10/07/2025  09:55 a. m.         634880 SettingsHandlers_SpeechPrivacy.dll
-a----     10/07/2025  09:58 a. m.         262144 SettingsHandlers_Startup.dll
-a----     05/06/2025  01:11 p. m.        1568768 SettingsHandlers_Storage.dll
-a----     10/07/2025  09:58 a. m.        1656192 SettingsHandlers_StorageSense.dll
-a----     10/07/2025  09:58 a. m.         229376 SettingsHandlers_Touch.dll
-a----     10/07/2025  09:58 a. m.         336168 SettingsHandlers_Troubleshoot.dll
-a----     10/07/2025  09:58 a. m.         466944 SettingsHandlers_User.dll
-a----     10/07/2025  09:58 a. m.         651264 SettingsHandlers_UserAccount.dll
-a----     10/07/2025  09:58 a. m.         155648 SettingsHandlers_UserExperience.dll
-a----     10/07/2025  09:58 a. m.         233472 SettingsHandlers_UserIntent.dll
-a----     10/07/2025  09:58 a. m.         524288 SettingsHandlers_WorkAccess.dll
-a----     05/06/2025  01:11 p. m.          65536 SettingSyncDownloadHelper.dll
-a----     10/07/2025  09:58 a. m.        4790424 setupapi.dll
-a----     10/07/2025  09:58 a. m.         177536 setupcl.dll
-a----     01/04/2024  01:22 a. m.          28672 setupcl.exe
-a----     10/07/2025  09:58 a. m.         208896 setupcln.dll
-a----     05/06/2025  01:11 p. m.          30136 setupetw.dll
-a----     05/06/2025  01:10 p. m.         266240 setupugc.exe
-a----     01/04/2024  01:22 a. m.          86016 setx.exe
-a----     10/07/2025  09:55 a. m.          84096 SFAPE.dll
-a----     10/07/2025  09:55 a. m.         300440 SFAPM.dll
-a----     01/04/2024  01:22 a. m.          22024 sfc.dll
-a----     04/06/2025  08:34 p. m.         122880 sfc.exe
-a----     01/04/2024  01:22 a. m.          50960 sfc_os.dll
-a----     10/07/2025  09:59 a. m.          67568 SfSEnclave.dll
-a----     10/07/2025  09:58 a. m.         167936 shacct.dll
-a----     10/07/2025  09:58 a. m.         102400 shacctprofile.dll
-a----     04/06/2025  08:33 p. m.         184320 SharedPCCSP.dll
-a----     10/07/2025  09:55 a. m.         708608 ShareHost.dll
-a----     05/09/2024  10:09 p. m.         233472 sharemediacpl.dll
-a----     10/07/2025  09:55 a. m.         370936 ShareTargets.dll
-a----     10/07/2025  09:58 a. m.        1001408 SHCore.dll
-a----     10/07/2025  09:58 a. m.         569344 shdocvw.dll
-a----     10/07/2025  09:58 a. m.        7691168 shell32.dll
-a----     10/07/2025  09:58 a. m.        1612928 ShellAppRuntime.exe
-a----     10/07/2025  09:58 a. m.        1232896 ShellCommonCommonProxyStub.dll
-a----     10/07/2025  09:56 a. m.         307200 ShellConfigTask.dll
-a----     10/07/2025  09:58 a. m.         536576 ShellHost.exe
-a----     01/04/2024  01:22 a. m.         118784 shellstyle.dll
-a----     01/04/2024  01:22 a. m.          32768 shfolder.dll
-a----     01/04/2024  01:22 a. m.          57344 shgina.dll
-a----     01/04/2024  01:22 a. m.          16740 ShiftJIS.uce
-a----     04/06/2025  08:30 p. m.          28672 shimeng.dll
-a----     04/06/2025  08:33 p. m.          61440 shimgvw.dll
-a----     10/07/2025  09:58 a. m.         443560 shlwapi.dll
-a----     01/04/2024  01:22 a. m.          49152 shpafact.dll
-a----     05/06/2025  01:11 p. m.          77824 shrpubw.exe
-a----     05/09/2024  10:09 p. m.         172032 shsetup.dll
-a----     10/07/2025  09:58 a. m.         294912 shsvcs.dll
-a----     01/04/2024  01:22 a. m.          45056 shunimpl.dll
-a----     01/04/2024  01:22 a. m.          57344 shutdown.exe
-a----     05/09/2024  10:09 p. m.          57344 shutdownext.dll
-a----     10/07/2025  09:58 a. m.         315392 shutdownux.dll
-a----     05/06/2025  01:11 p. m.         507904 shwebsvc.dll
-a----     04/06/2025  08:33 p. m.          73728 signdrv.dll
-a----     01/04/2024  01:22 a. m.         102400 sigverif.exe
-a----     10/07/2025  09:59 a. m.         510896 SIHClient.exe
-a----     04/06/2025  08:33 p. m.         139264 sihost.exe
-a----     10/07/2025  09:58 a. m.         204800 SimAuth.dll
-a----     10/07/2025  09:58 a. m.         147456 SimCfg.dll
-a----     01/04/2024  01:22 a. m.          16384 simpdata.tlb
-a----     10/07/2025  09:55 a. m.         340280 skci.dll
-a----     04/06/2025  08:33 p. m.         195712 slc.dll
-a----     10/07/2025  09:58 a. m.          49152 slcext.dll
-a----     01/04/2024  01:22 a. m.          42696 SlideToShutDown.exe
-a----     01/04/2024  01:22 a. m.         145712 slmgr.vbs
-a----     10/07/2025  09:58 a. m.         708608 slui.exe
-a----     05/09/2024  10:09 p. m.         122880 slwga.dll
-a----     01/04/2024  01:22 a. m.          69788 SmallRoom.bin
-a----     10/07/2025  09:58 a. m.         471040 SmartActionPlatform.dll
-a----     04/06/2025  08:32 p. m.         102400 SmartCardBackgroundPolicy.dll
-a----     10/07/2025  09:55 a. m.         778240 SmartcardCredentialProvider.dll
-a----     04/06/2025  08:33 p. m.         528384 SmartCardSimulator.dll
-a----     10/07/2025  09:58 a. m.        6025120 smartscreen.dll
-a----     10/07/2025  09:58 a. m.         610304 smartscreen.exe
-a----     10/07/2025  09:58 a. m.         122880 smartscreenps.dll
-a----     05/09/2024  10:09 p. m.         131072 SMBHelperClass.dll
-a----     05/06/2025  01:11 p. m.         491520 smbwmiv2.dll
-a----     05/06/2025  01:11 p. m.         927160 SmiEngine.dll
-a----     14/06/2025  11:04 a. m.          79288 smphost.dll
-a----     10/07/2025  09:55 a. m.         712704 SmsRouterSvc.dll
-a----     10/07/2025  09:58 a. m.         228728 smss.exe
-a----     04/06/2025  08:30 p. m.         311384 SndVol.exe
-a----     10/07/2025  09:55 a. m.         266240 SndVolSSO.dll
-a----     04/06/2025  08:33 p. m.          61440 snmpapi.dll
-a----     04/06/2025  08:33 p. m.          40960 snmptrap.exe
-a----     05/09/2024  10:09 p. m.         143360 socialapis.dll
-a----     10/07/2025  09:58 a. m.         258048 softkbd.dll
-a----     01/04/2024  01:22 a. m.          36864 softpub.dll
-a----     05/09/2024  10:09 p. m.          49152 sort.exe
-a----     01/04/2024  01:22 a. m.          73728 SortServer2003Compat.dll
-a----     01/04/2024  01:22 a. m.          77824 SortWindows61.dll
-a----     01/04/2024  01:22 a. m.          90112 SortWindows62.dll
-a----     01/04/2024  01:22 a. m.          90112 SortWindows63.dll
-a----     01/04/2024  01:22 a. m.          90112 SortWindows64.dll
-a----     01/04/2024  01:22 a. m.          94208 SortWindows6Compat.dll
-a----     05/06/2025  01:11 p. m.         249856 SpaceAgent.exe
-a----     05/06/2025  01:11 p. m.         831488 SpaceControl.dll
-a----     04/06/2025  08:34 p. m.         112072 spaceman.exe
-a----     10/07/2025  09:58 a. m.         548864 spaceutil.exe
-a----     10/07/2025  09:55 a. m.         176128 SpatialAudioLicenseSrv.exe
-a----     05/06/2025  01:11 p. m.         147456 spbcd.dll
-a----     01/04/2024  01:22 a. m.           1520 SpeakersSystemToastIcon.contrast-white.png
-a----     01/04/2024  01:22 a. m.            897 SpeakersSystemToastIcon.png
-a----     04/06/2025  08:33 p. m.         139264 spfileq.dll
-a----     05/09/2024  10:09 p. m.         126976 spinf.dll
-a----     01/04/2024  01:22 a. m.          32768 spmpm.dll
-a----     01/04/2024  01:22 a. m.          32768 spnet.dll
-a----     05/06/2025  01:11 p. m.         163840 spoolss.dll
-a----     10/07/2025  09:57 a. m.        1003520 spoolsv.exe
-a----     10/07/2025  09:57 a. m.         974848 spoolsvworker.exe
-a----     10/07/2025  09:58 a. m.         131072 spopk.dll
-a----     04/06/2025  08:33 p. m.         294912 spp.dll
-a----     10/07/2025  09:58 a. m.         147456 sppc.dll
-a----     10/07/2025  09:58 a. m.         655360 sppcext.dll
-a----     05/06/2025  01:11 p. m.         352256 sppcomapi.dll
-a----     01/04/2024  01:22 a. m.         339968 sppcommdlg.dll
-a----     10/07/2025  09:58 a. m.         573440 SppExtComObj.Exe
-a----     10/07/2025  09:57 a. m.         372736 sppnp.dll
-a----     10/07/2025  09:58 a. m.        1972400 sppobjs.dll
-a----     10/07/2025  09:58 a. m.        4798712 sppsvc.exe
-a----     05/06/2025  01:11 p. m.         774160 sppwinob.dll
-a----     10/07/2025  09:58 a. m.         196608 sppwmi.dll
-a----     01/04/2024  01:22 a. m.          40960 spwinsat.dll
-a----     04/06/2025  08:33 p. m.         570800 spwizeng.dll
-a----     04/06/2025  08:33 p. m.          95648 spwizimg.dll
-a----     04/06/2025  08:33 p. m.          26056 spwizres.dll
-a----     04/06/2025  08:32 p. m.          40960 spwmp.dll
-a----     04/06/2025  08:32 p. m.         794624 sqlsrv32.dll
-a----     01/04/2024  01:22 a. m.         102400 sqlsrv32.rll
-a----     04/06/2025  08:33 p. m.          75856 sqmapi.dll
-a----     05/06/2025  01:09 p. m.         327680 srchadmin.dll
-a----     14/06/2025  11:04 a. m.          98304 srclient.dll
-a----     14/06/2025  11:04 a. m.         491520 srcore.dll
-a----     01/04/2024  01:22 a. m.          36864 srdelayed.exe
-a----     01/04/2024  01:22 a. m.          12288 SrEvents.dll
-a----     10/07/2025  09:58 a. m.        5812224 SRH.dll
-a----     05/09/2024  10:09 p. m.         110592 srhelper.dll
-a----     01/04/2024  02:26 p. m.         303104 srm.dll
-a----     05/09/2024  10:08 p. m.        1179648 srmclient.dll
-a----     01/04/2024  02:27 p. m.          90112 srmlib.dll
-a----     01/04/2024  01:22 a. m.          11292 srms-apr-v.dat
-a----     01/04/2024  01:22 a. m.          19485 srms-apr.dat
-a----     01/04/2024  01:22 a. m.          60394 srms.dat
-a----     04/06/2025  08:31 p. m.         593920 srmscan.dll
-a----     05/09/2024  10:08 p. m.         184320 srmshell.dll
-a----     04/06/2025  08:31 p. m.         270336 srmstormod.dll
-a----     05/09/2024  10:08 p. m.         102400 srmtrace.dll
-a----     01/04/2024  02:26 p. m.          49152 srm_ps.dll
-a----     05/06/2025  01:09 p. m.         196608 srpapi.dll
-a----     05/09/2024  10:09 p. m.          61440 SrpUxNativeSnapIn.dll
-a----     01/04/2024  01:22 a. m.         241664 srrstr.dll
-a----     01/04/2024  01:22 a. m.          81920 SrTasks.exe
-a----     04/06/2025  08:33 p. m.          86016 srumapi.dll
-a----     10/07/2025  09:58 a. m.         385024 srumsvc.dll
-a----     05/09/2024  10:09 p. m.         146080 srvcli.dll
-a----     05/06/2025  01:11 p. m.         434176 srvsvc.dll
-a----     14/06/2025  11:04 a. m.         110592 srwmi.dll
-a----     04/06/2025  08:33 p. m.          73728 sscore.dll
-a----     01/04/2024  01:22 a. m.          40960 sscoreext.dll
-a----     05/06/2025  01:09 p. m.         155648 ssdm.dll
-a----     10/07/2025  09:58 a. m.         131072 ssdpapi.dll
-a----     10/07/2025  09:58 a. m.         348160 ssdpsrv.dll
-a----     10/07/2025  09:56 a. m.         307216 sspicli.dll
-a----     10/07/2025  09:56 a. m.          53248 sspisrv.dll
-a----     05/06/2025  01:11 p. m.         165304 SSShim.dll
-a----     04/06/2025  08:33 p. m.         249856 ssText3d.scr
-a----     01/04/2024  01:22 a. m.         102400 sstpcfg.dll
-a----     04/06/2025  08:33 p. m.         188416 sstpsvc.dll
-a----     10/07/2025  09:58 a. m.        5691240 StartTileData.dll
-a----     05/09/2024  10:09 p. m.          53248 Startupscan.dll
-a----     10/07/2025  09:59 a. m.         827856 StateRepository.Core.dll
-a----     05/09/2024  10:08 p. m.          86016 stclient.dll
-a----     01/04/2024  01:22 a. m.          28672 stdole2.tlb
-a----     01/04/2024  01:22 a. m.           7168 stdole32.tlb
-a----     04/06/2025  08:34 p. m.         335872 sti.dll
-a----     10/07/2025  09:59 a. m.         315392 sti_ci.dll
-a----     10/07/2025  09:58 a. m.         413696 stobject.dll
-a----     05/09/2024  10:08 p. m.         122880 StorageContextHandler.dll
-a----     10/07/2025  09:58 a. m.         335872 StorageUsage.dll
-a----     04/06/2025  08:34 p. m.        2379776 storagewmi.dll
-a----     05/09/2024  10:09 p. m.          49152 storagewmi_passthru.dll
-a----     05/06/2025  01:11 p. m.         196608 stordiag.exe
-a----     04/06/2025  08:34 p. m.         156064 storewuauth.dll
-a----     04/06/2025  08:34 p. m.          98304 Storprop.dll
-a----     10/07/2025  09:58 a. m.         942080 StorSvc.dll
-a----     01/04/2024  01:22 a. m.          54688 streamci.dll
-a----     04/06/2025  08:30 p. m.         192512 StringFeedbackEngine.dll
-a----     10/07/2025  09:59 a. m.         823728 StructuredQuery.dll
-a----     05/06/2025  01:13 p. m.         235912 SubAuthLoader.dll
-a----     01/04/2024  01:22 a. m.          93702 SubRange.uce
-a----     01/04/2024  01:22 a. m.          40960 subst.exe
-a----     04/06/2025  08:34 p. m.         196608 sud.dll
-a----     04/06/2025  08:34 p. m.         936368 sudo.exe
-a----     10/07/2025  09:55 a. m.         425984 SustainabilityService.dll
-a----     14/06/2025  11:04 a. m.          88280 svchost.exe
-a----     05/09/2024  10:09 p. m.          40960 svsvc.dll
-a----     05/06/2025  01:11 p. m.         184320 SwitcherDataModel.dll
-a----     04/06/2025  08:34 p. m.         475136 swprv.dll
-a----     04/06/2025  08:33 p. m.          86016 sxproxy.dll
-a----     01/04/2024  01:22 a. m.         674888 sxs.dll
-a----     04/06/2025  08:34 p. m.          73728 sxshared.dll
-a----     04/06/2025  08:34 p. m.          57344 sxssrv.dll
-a----     05/09/2024  10:09 p. m.          61440 sxsstore.dll
-a----     05/09/2024  10:09 p. m.          65536 sxstrace.exe
-a----     04/06/2025  08:30 p. m.          54576 symcryptk.dll
-a----     04/06/2025  08:30 p. m.          71072 SyncAppvPublishingServer.exe
-a----     01/04/2024  01:22 a. m.           1720 SyncAppvPublishingServer.vbs
-a----     10/07/2025  09:57 a. m.         524288 SyncCenter.dll
-a----     05/09/2024  10:08 p. m.         647168 SyncController.dll
-a----     05/09/2024  10:09 p. m.          69632 SyncHost.exe
-a----     05/09/2024  10:09 p. m.          40960 SyncHostps.dll
-a----     05/09/2024  10:09 p. m.         417792 SyncInfrastructure.dll
-a----     01/04/2024  01:22 a. m.          61440 SyncInfrastructureps.dll
-a----     05/09/2024  10:08 p. m.          90112 SyncProxy.dll
-a----     05/09/2024  10:08 p. m.         102400 Syncreg.dll
-a----     05/06/2025  01:10 p. m.          12288 SyncRes.dll
-a----     10/07/2025  09:58 a. m.         397312 SyncSettings.dll
-a----     04/06/2025  08:32 p. m.         425984 syncutil.dll
-a----     01/04/2024  01:22 a. m.         143360 sysclass.dll
-a----     10/07/2025  09:58 a. m.         172032 sysdm.cpl
-a----     10/07/2025  09:54 a. m.         413696 SysFxUI.dll
-a----     10/07/2025  09:58 a. m.        1007616 sysmain.dll
-a----     05/06/2025  01:11 p. m.         475136 sysmon.ocx
-a----     04/06/2025  08:34 p. m.          57344 sysntfy.dll
-a----     01/04/2024  01:22 a. m.           3317 sysprint.sep
-a----     01/04/2024  01:22 a. m.           3666 sysprtj.sep
-a----     10/07/2025  09:58 a. m.          75136 SysResetErr.exe
-a----     01/04/2024  01:22 a. m.          61440 syssetup.dll
-a----     04/06/2025  08:34 p. m.         126976 systemcpl.dll
-a----     05/09/2024  10:09 p. m.          61440 SystemEventsBrokerClient.dll
-a----     10/07/2025  09:58 a. m.         266240 SystemEventsBrokerServer.dll
-a----     05/06/2025  01:11 p. m.         126976 systeminfo.exe
-a----     01/04/2024  01:22 a. m.         106496 SystemPropertiesAdvanced.exe
-a----     01/04/2024  01:22 a. m.         106496 SystemPropertiesComputerName.exe
-a----     01/04/2024  01:22 a. m.         106496 SystemPropertiesDataExecutionPrevention.exe
